,attr1,attr2,attr3,attr4,attr1_avg,attr2_avg,attr3_avg,attr4_avg,attr1_name,attr2_name,attr3_name,attr4_name
119,0.0,0.0,1.0,0.0,0.7440364700125,0.799571993295,0.9497878868875,0.5911092102625001,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
120,1.0,1.0,1.0,0.0,0.9970226881825001,0.8163090705974999,0.923206087335,0.7424938102324999,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
121,1.0,1.0,0.0,0.0,0.9958045569075,0.82237899516,0.77301490298,0.7185992932274999,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
122,0.0,0.0,0.0,0.0,9.09632078298e-05,0.0653203952666725,0.015406507790875,0.34482575769225005,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
123,1.0,1.0,1.0,0.0,0.9994164195175,0.921095437765,0.998320664235,0.774782977265,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
124,1.0,1.0,1.0,0.0,0.9968050586725,0.88756101961,0.9887264623600001,0.7439483585650001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
125,1.0,1.0,1.0,0.0,0.9372892541175001,0.9333394922,0.992787333235,0.7828554790825,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
126,1.0,1.0,1.0,0.0,0.99970390305,0.9290749617599999,0.9983101704949999,0.77671039287,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
127,1.0,1.0,1.0,0.0,0.9823919999075,0.92300907764,0.991056719895,0.7515354910275001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
128,1.0,1.0,1.0,0.0,0.9994008905775,0.938057953055,0.833708384765,0.7432572783425,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
129,0.0,0.0,0.0,0.0,4.1576654487549995e-06,0.0297975102153375,0.0010459093884320001,0.34560338660975,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
130,0.0,1.0,1.0,0.0,0.20282088558050002,0.97583098554,0.9907605538175,0.4121100468925,Did not meet proficiency of Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
131,1.0,1.0,1.0,0.0,0.99970390305,0.9290749617599999,0.9983101704949999,0.77671039287,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
132,1.0,1.0,1.0,0.0,0.9906008754225001,0.892939180895,0.994405716935,0.76823122791,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
133,1.0,1.0,1.0,0.0,0.9927578443225,0.8917893113625001,0.97287957074,0.764656287225,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
134,0.0,0.0,0.0,0.0,0.1140199046069,0.0433205845199275,0.013052081798725,0.6662358509399999,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
135,1.0,1.0,1.0,0.0,0.99967283856,0.9299995768575,0.981739942445,0.77338911518,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
136,1.0,1.0,1.0,0.0,0.99967283856,0.9299995768575,0.981739942445,0.77338911518,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
137,1.0,1.0,1.0,0.0,0.998426587765,0.8849789766925,0.99212048997,0.7648201221550001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
138,1.0,1.0,1.0,0.0,0.91965674782,0.8804942406625,0.8920911829025,0.7002339036375,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
139,1.0,0.0,0.0,0.0,0.99722065754,0.4913283999625,0.0059463905226225,0.5545729108675,Proficient in Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
140,1.0,1.0,1.0,0.0,0.9996723026,0.9300153113349999,0.9815563702875001,0.7733460666024999,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
141,0.0,0.0,0.0,0.0,0.01283314894705,0.35511874740525,0.00056753589508,0.34227093805,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
142,0.0,0.0,0.0,0.0,0.000138123381339125,0.16820790014902498,0.481162210485,0.338534803694,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
143,1.0,1.0,1.0,0.0,0.9983864562125,0.9216989384250001,0.9973193602175,0.7539762842825001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
144,0.0,1.0,0.0,0.0,0.555717263125,0.8417483271574999,0.14830924655674999,0.4361379528375,Did not meet proficiency of Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
145,0.0,1.0,1.0,0.0,0.7722437199625,0.8402092867000001,0.9851242293300001,0.6133464015875001,Did not meet proficiency of Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
146,1.0,1.0,1.0,0.0,0.9979198251375,0.90496808185,0.9948638863825,0.7703316452425001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
147,1.0,1.0,1.0,0.0,0.9739023939225,0.9185848161425,0.9901689355325,0.69684318159,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
148,1.0,1.0,1.0,0.0,0.9997043611374999,0.9238957221724999,0.9974128790800001,0.775298843705,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
149,1.0,1.0,1.0,0.0,0.9994164195175,0.921095437765,0.998320664235,0.774782977265,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
150,1.0,1.0,1.0,0.0,0.99940437892,0.921316346155,0.9948080126625,0.774085316325,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
151,0.0,0.0,0.0,0.0,0.000130475257200875,0.33255695175125,0.07348295157887501,0.3403782238595,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
152,0.0,0.0,1.0,0.0,0.0046441607279375,0.40276478677,0.8917065043175001,0.33506556199599996,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
153,0.0,0.0,0.0,0.0,8.018859772995e-06,0.044237104884087504,0.4497245246025,0.3392503491205,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
154,0.0,0.0,1.0,0.0,0.02793220391495,0.7768117326325,0.9624288964375001,0.34454852408075,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
155,1.0,1.0,1.0,0.0,0.99628201317,0.903445604605,0.94158206182,0.7156793413025,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
156,0.0,0.0,0.0,0.0,0.06834117149395,0.7575284387925,0.03243915140805,0.3444857400825,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
157,1.0,1.0,1.0,0.0,0.9992437938025001,0.92426977733,0.9472943314325001,0.76462208791,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
158,1.0,1.0,1.0,0.0,0.9811281233675001,0.9283891440275001,0.99402361704,0.753308734565,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
159,0.0,1.0,1.0,0.0,0.7269458748050001,0.9299772379250001,0.9869467992125,0.731151857775,Did not meet proficiency of Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
160,1.0,1.0,1.0,0.0,0.9983911427425001,0.902367749955,0.9911262093950001,0.748135461715,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
161,0.0,1.0,0.0,0.0,0.581106442685,0.899153214865,0.3884335946,0.484268879025,Did not meet proficiency of Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
162,0.0,0.0,0.0,0.0,0.11972464789324999,0.10802413246062499,0.0048598090120675,0.637904365125,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
163,1.0,1.0,1.0,0.0,0.99940437892,0.921316346155,0.9948080126625,0.774085316325,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
164,1.0,1.0,1.0,0.0,0.956731463545,0.8982462358125,0.9353054859850001,0.7339480891925,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
165,0.0,0.0,0.0,0.0,0.19287371219774999,0.11463930630170001,0.0062988307841575,0.65167322403,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
166,1.0,1.0,1.0,0.0,0.9643703394550001,0.8844004067675001,0.9631296919,0.7371118920625,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
167,1.0,1.0,1.0,0.0,0.98207933048,0.9089067307825,0.9819338044725,0.7463000680474999,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
168,1.0,1.0,1.0,0.0,0.9992437938025001,0.92426977733,0.9472943314325001,0.76462208791,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
169,1.0,1.0,1.0,0.0,0.99967283856,0.9299995768575,0.981739942445,0.77338911518,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
170,0.0,0.0,0.0,0.0,0.14466447728775,0.3610684981065,0.022181815348975,0.3578381473375,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
171,1.0,1.0,1.0,0.0,0.98121617978,0.8861815808225,0.994475069585,0.74360068065,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
172,1.0,1.0,1.0,0.0,0.9993991261249999,0.915496938635,0.99205554195,0.7721744846824999,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
173,1.0,1.0,0.0,0.0,0.99895125167,0.8571811912325,0.7821215704425,0.7251599653324999,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
174,1.0,1.0,1.0,0.0,0.9993991261249999,0.915496938635,0.99205554195,0.7721744846824999,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
175,0.0,1.0,1.0,0.0,0.075974268996,0.9385698033025,0.9570349447575001,0.363036207933,Did not meet proficiency of Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
176,1.0,1.0,1.0,0.0,0.99970390305,0.9290749617599999,0.9983101704949999,0.77671039287,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
177,1.0,1.0,1.0,0.0,0.9996950782875,0.9240220331025,0.9920383983175,0.7742208419925001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
178,1.0,1.0,1.0,0.0,0.9996619532075,0.9244441604625,0.972360040165,0.7702925823550001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
179,1.0,1.0,1.0,0.0,0.9991798330275,0.8862704412625,0.991088821755,0.7653901688125,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
180,1.0,1.0,1.0,0.0,0.99940437892,0.921316346155,0.9948080126625,0.774085316325,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
181,1.0,1.0,0.0,0.0,0.99825282127,0.9232605013375,0.6204303583874999,0.696322219165,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
182,1.0,1.0,1.0,0.0,0.9990801478475,0.90927804258,0.9724552015375,0.7667253417975001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
183,1.0,0.0,1.0,0.0,0.837891431,0.7972659323875,0.9080511253025001,0.7701699209775,Proficient in Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
184,1.0,1.0,1.0,0.0,0.9993610722424999,0.922127356825,0.9818484268050001,0.771523008955,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
185,1.0,1.0,1.0,0.0,0.9996905355875,0.9128475578874999,0.9859158058274999,0.7703930685125,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
186,1.0,0.0,0.0,0.0,0.9296073818999999,0.7513574541175,0.7936457602675,0.6703680104249999,Proficient in Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
187,1.0,1.0,1.0,0.0,0.99968916764,0.9099974949,0.983699306755,0.7693386124875,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
188,1.0,1.0,1.0,0.0,0.9284843648125,0.9145365027625001,0.9622013679275,0.7183555905450001,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
189,0.0,0.0,0.0,0.0,0.00156260827757625,0.04503127545209,0.450116363925,0.33966227511749997,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
190,1.0,1.0,1.0,0.0,0.9547818986500001,0.9076585220525,0.996762448745,0.74657116606,Proficient in Random Variables & Distributions,Proficient in Computing & Visualizing Distributions,Proficient in Specific Models,Did not meet proficiency of Continuous Models
0,,,,,,,,,Did not meet proficiency of Random Variables & Distributions,Did not meet proficiency of Computing & Visualizing Distributions,Did not meet proficiency of Specific Models,Did not meet proficiency of Continuous Models
